+---------+-------+------------+--------------+----------------+--------------+-------------+-----------------+------------+--------------+------------------+---------------+----------+----------------+------------------+
|   LAYER | EPOCH | DATE       | VAULTNEWVEST | VAULTTOTALVEST | VAULTPCTVEST | VAULTTOTAL  | SUBSIDYPERLAYER | SUBSIDYNEW | SUBSIDYTOTAL | CIRCULATINGTOTAL | ISSUANCETOTAL | PCTVAULT | PCTCIRCULATING | PCTFINALISSUANCE |
|  568512 |   141 | 2028-12-08 |            0 |    150,000,000 |      100.00% | 150,000,000 |             424 |  1,710,487 |  252,370,994 |      402,370,994 |   402,370,994 |   37.28% |        100.00% |           16.77% |
|  572544 |   142 | 2028-12-22 |            0 |    150,000,000 |      100.00% | 150,000,000 |             423 |  1,709,023 |  254,080,018 |      404,080,018 |   404,080,018 |   37.12% |        100.00% |           16.84% |
|  576576 |   143 | 2029-01-05 |            0 |    150,000,000 |      100.00% | 150,000,000 |             423 |  1,707,561 |  255,787,580 |      405,787,580 |   405,787,580 |   36.97% |        100.00% |           16.91% |
|  580608 |   144 | 2029-01-19 |            0 |    150,000,000 |      100.00% | 150,000,000 |             422 |  1,706,100 |  257,493,680 |      407,493,680 |   407,493,680 |   36.81% |        100.00% |           16.98% |
|  584640 |   145 | 2029-02-02 |            0 |    150,000,000 |      100.00% | 150,000,000 |             422 |  1,704,641 |  259,198,322 |      409,198,322 |   409,198,322 |   36.66% |        100.00% |           17.05% |
|  588672 |   146 | 2029-02-16 |            0 |    150,000,000 |      100.00% | 150,000,000 |             422 |  1,703,182 |  260,901,504 |      410,901,504 |   410,901,504 |   36.51% |        100.00% |           17.12% |
|  592704 |   147 | 2029-03-02 |            0 |    150,000,000 |      100.00% | 150,000,000 |             421 |  1,701,725 |  262,603,230 |      412,603,230 |   412,603,230 |   36.35% |        100.00% |           17.19% |
|  596736 |   148 | 2029-03-16 |            0 |    150,000,000 |      100.00% | 150,000,000 |             421 |  1,700,269 |  264,303,500 |      414,303,500 |   414,303,500 |   36.21% |        100.00% |           17.26% |
|  600768 |   149 | 2029-03-30 |            0 |    150,000,000 |      100.00% | 150,000,000 |             421 |  1,698,815 |  266,002,315 |      416,002,315 |   416,002,315 |   36.06% |        100.00% |           17.33% |
|  604800 |   150 | 2029-04-13 |            0 |    150,000,000 |      100.00% | 150,000,000 |             420 |  1,697,361 |  267,699,677 |      417,699,677 |   417,699,677 |   35.91% |        100.00% |           17.40% |
|  608832 |   151 | 2029-04-27 |            0 |    150,000,000 |      100.00% | 150,000,000 |             420 |  1,695,909 |  269,395,586 |      419,395,586 |   419,395,586 |   35.77% |        100.00% |           17.47% |
|  612864 |   152 | 2029-05-11 |            0 |    150,000,000 |      100.00% | 150,000,000 |             420 |  1,694,458 |  271,090,045 |      421,090,045 |   421,090,045 |   35.62% |        100.00% |           17.55% |
|  616896 |   153 | 2029-05-25 |            0 |    150,000,000 |      100.00% | 150,000,000 |             419 |  1,693,009 |  272,783,054 |      422,783,054 |   422,783,054 |   35.48% |        100.00% |           17.62% |
|  620928 |   154 | 2029-06-08 |            0 |    150,000,000 |      100.00% | 150,000,000 |             419 |  1,691,560 |  274,474,615 |      424,474,615 |   424,474,615 |   35.34% |        100.00% |           17.69% |
|  624960 |   155 | 2029-06-22 |            0 |    150,000,000 |      100.00% | 150,000,000 |             418 |  1,690,113 |  276,164,728 |      426,164,728 |   426,164,728 |   35.20% |        100.00% |           17.76% |
|  628992 |   156 | 2029-07-06 |            0 |    150,000,000 |      100.00% | 150,000,000 |             418 |  1,688,667 |  277,853,396 |      427,853,396 |   427,853,396 |   35.06% |        100.00% |           17.83% |
|  633024 |   157 | 2029-07-20 |            0 |    150,000,000 |      100.00% | 150,000,000 |             418 |  1,687,222 |  279,540,619 |      429,540,619 |   429,540,619 |   34.92% |        100.00% |           17.90% |
|  637056 |   158 | 2029-08-03 |            0 |    150,000,000 |      100.00% | 150,000,000 |             417 |  1,685,779 |  281,226,398 |      431,226,398 |   431,226,398 |   34.78% |        100.00% |           17.97% |
|  641088 |   159 | 2029-08-17 |            0 |    150,000,000 |      100.00% | 150,000,000 |             417 |  1,684,337 |  282,910,735 |      432,910,735 |   432,910,735 |   34.65% |        100.00% |           18.04% |
|  645120 |   160 | 2029-08-31 |            0 |    150,000,000 |      100.00% | 150,000,000 |             417 |  1,682,896 |  284,593,632 |      434,593,632 |   434,593,632 |   34.52% |        100.00% |           18.11% |
|  649152 |   161 | 2029-09-14 |            0 |    150,000,000 |      100.00% | 150,000,000 |             416 |  1,681,456 |  286,275,088 |      436,275,088 |   436,275,088 |   34.38% |        100.00% |           18.18% |
|  653184 |   162 | 2029-09-28 |            0 |    150,000,000 |      100.00% | 150,000,000 |             416 |  1,680,017 |  287,955,106 |      437,955,106 |   437,955,106 |   34.25% |        100.00% |           18.25% |
|  657216 |   163 | 2029-10-12 |            0 |    150,000,000 |      100.00% | 150,000,000 |             416 |  1,678,580 |  289,633,686 |      439,633,686 |   439,633,686 |   34.12% |        100.00% |           18.32% |
|  661248 |   164 | 2029-10-26 |            0 |    150,000,000 |      100.00% | 150,000,000 |             415 |  1,677,144 |  291,310,831 |      441,310,831 |   441,310,831 |   33.99% |        100.00% |           18.39% |
|  665280 |   165 | 2029-11-09 |            0 |    150,000,000 |      100.00% | 150,000,000 |             415 |  1,675,709 |  292,986,541 |      442,986,541 |   442,986,541 |   33.86% |        100.00% |           18.46% |
|  669312 |   166 | 2029-11-23 |            0 |    150,000,000 |      100.00% | 150,000,000 |             415 |  1,674,276 |  294,660,817 |      444,660,817 |   444,660,817 |   33.73% |        100.00% |           18.53% |
|  673344 |   167 | 2029-12-07 |            0 |    150,000,000 |      100.00% | 150,000,000 |             414 |  1,672,843 |  296,333,660 |      446,333,660 |   446,333,660 |   33.61% |        100.00% |           18.60% |
|  677376 |   168 | 2029-12-21 |            0 |    150,000,000 |      100.00% | 150,000,000 |             414 |  1,671,412 |  298,005,073 |      448,005,073 |   448,005,073 |   33.48% |        100.00% |           18.67% |
|  681408 |   169 | 2030-01-04 |            0 |    150,000,000 |      100.00% | 150,000,000 |             414 |  1,669,982 |  299,675,056 |      449,675,056 |   449,675,056 |   33.36% |        100.00% |           18.74% |
|  685440 |   170 | 2030-01-18 |            0 |    150,000,000 |      100.00% | 150,000,000 |             413 |  1,668,553 |  301,343,609 |      451,343,609 |   451,343,609 |   33.23% |        100.00% |           18.81% |
|  689472 |   171 | 2030-02-01 |            0 |    150,000,000 |      100.00% | 150,000,000 |             413 |  1,667,126 |  303,010,736 |      453,010,736 |   453,010,736 |   33.11% |        100.00% |           18.88% |
|  693504 |   172 | 2030-02-15 |            0 |    150,000,000 |      100.00% | 150,000,000 |             412 |  1,665,700 |  304,676,436 |      454,676,436 |   454,676,436 |   32.99% |        100.00% |           18.94% |
|  697536 |   173 | 2030-03-01 |            0 |    150,000,000 |      100.00% | 150,000,000 |             412 |  1,664,275 |  306,340,711 |      456,340,711 |   456,340,711 |   32.87% |        100.00% |           19.01% |
|  701568 |   174 | 2030-03-15 |            0 |    150,000,000 |      100.00% | 150,000,000 |             412 |  1,662,851 |  308,003,562 |      458,003,562 |   458,003,562 |   32.75% |        100.00% |           19.08% |
|  705600 |   175 | 2030-03-29 |            0 |    150,000,000 |      100.00% | 150,000,000 |             411 |  1,661,428 |  309,664,991 |      459,664,991 |   459,664,991 |   32.63% |        100.00% |           19.15% |
|  709632 |   176 | 2030-04-12 |            0 |    150,000,000 |      100.00% | 150,000,000 |             411 |  1,660,007 |  311,324,998 |      461,324,998 |   461,324,998 |   32.52% |        100.00% |           19.22% |
|  713664 |   177 | 2030-04-26 |            0 |    150,000,000 |      100.00% | 150,000,000 |             411 |  1,658,587 |  312,983,585 |      462,983,585 |   462,983,585 |   32.40% |        100.00% |           19.29% |
|  717696 |   178 | 2030-05-10 |            0 |    150,000,000 |      100.00% | 150,000,000 |             410 |  1,657,168 |  314,640,753 |      464,640,753 |   464,640,753 |   32.28% |        100.00% |           19.36% |
|  721728 |   179 | 2030-05-24 |            0 |    150,000,000 |      100.00% | 150,000,000 |             410 |  1,655,750 |  316,296,503 |      466,296,503 |   466,296,503 |   32.17% |        100.00% |           19.43% |
|  725760 |   180 | 2030-06-07 |            0 |    150,000,000 |      100.00% | 150,000,000 |             410 |  1,654,333 |  317,950,837 |      467,950,837 |   467,950,837 |   32.05% |        100.00% |           19.50% |
|  729792 |   181 | 2030-06-21 |            0 |    150,000,000 |      100.00% | 150,000,000 |             409 |  1,652,918 |  319,603,756 |      469,603,756 |   469,603,756 |   31.94% |        100.00% |           19.57% |
|  733824 |   182 | 2030-07-05 |            0 |    150,000,000 |      100.00% | 150,000,000 |             409 |  1,651,504 |  321,255,260 |      471,255,260 |   471,255,260 |   31.83% |        100.00% |           19.64% |
|  737856 |   183 | 2030-07-19 |            0 |    150,000,000 |      100.00% | 150,000,000 |             409 |  1,650,091 |  322,905,351 |      472,905,351 |   472,905,351 |   31.72% |        100.00% |           19.70% |
|  741888 |   184 | 2030-08-02 |            0 |    150,000,000 |      100.00% | 150,000,000 |             408 |  1,648,679 |  324,554,031 |      474,554,031 |   474,554,031 |   31.61% |        100.00% |           19.77% |
|  745920 |   185 | 2030-08-16 |            0 |    150,000,000 |      100.00% | 150,000,000 |             408 |  1,647,269 |  326,201,300 |      476,201,300 |   476,201,300 |   31.50% |        100.00% |           19.84% |
|  749952 |   186 | 2030-08-30 |            0 |    150,000,000 |      100.00% | 150,000,000 |             408 |  1,645,859 |  327,847,160 |      477,847,160 |   477,847,160 |   31.39% |        100.00% |           19.91% |
|  753984 |   187 | 2030-09-13 |            0 |    150,000,000 |      100.00% | 150,000,000 |             407 |  1,644,451 |  329,491,612 |      479,491,612 |   479,491,612 |   31.28% |        100.00% |           19.98% |
|  758016 |   188 | 2030-09-27 |            0 |    150,000,000 |      100.00% | 150,000,000 |             407 |  1,643,045 |  331,134,657 |      481,134,657 |   481,134,657 |   31.18% |        100.00% |           20.05% |
|  762048 |   189 | 2030-10-11 |            0 |    150,000,000 |      100.00% | 150,000,000 |             406 |  1,641,639 |  332,776,297 |      482,776,297 |   482,776,297 |   31.07% |        100.00% |           20.12% |
|  766080 |   190 | 2030-10-25 |            0 |    150,000,000 |      100.00% | 150,000,000 |             406 |  1,640,234 |  334,416,532 |      484,416,532 |   484,416,532 |   30.97% |        100.00% |           20.18% |
|  770112 |   191 | 2030-11-08 |            0 |    150,000,000 |      100.00% | 150,000,000 |             406 |  1,638,831 |  336,055,363 |      486,055,363 |   486,055,363 |   30.86% |        100.00% |           20.25% |
|  774144 |   192 | 2030-11-22 |            0 |    150,000,000 |      100.00% | 150,000,000 |             405 |  1,637,429 |  337,692,793 |      487,692,793 |   487,692,793 |   30.76% |        100.00% |           20.32% |
|  778176 |   193 | 2030-12-06 |            0 |    150,000,000 |      100.00% | 150,000,000 |             405 |  1,636,028 |  339,328,822 |      489,328,822 |   489,328,822 |   30.65% |        100.00% |           20.39% |
|  782208 |   194 | 2030-12-20 |            0 |    150,000,000 |      100.00% | 150,000,000 |             405 |  1,634,629 |  340,963,451 |      490,963,451 |   490,963,451 |   30.55% |        100.00% |           20.46% |
|  786240 |   195 | 2031-01-03 |            0 |    150,000,000 |      100.00% | 150,000,000 |             404 |  1,633,230 |  342,596,681 |      492,596,681 |   492,596,681 |   30.45% |        100.00% |           20.52% |
|  790272 |   196 | 2031-01-17 |            0 |    150,000,000 |      100.00% | 150,000,000 |             404 |  1,631,833 |  344,228,514 |      494,228,514 |   494,228,514 |   30.35% |        100.00% |           20.59% |
|  794304 |   197 | 2031-01-31 |            0 |    150,000,000 |      100.00% | 150,000,000 |             404 |  1,630,437 |  345,858,952 |      495,858,952 |   495,858,952 |   30.25% |        100.00% |           20.66% |
|  798336 |   198 | 2031-02-14 |            0 |    150,000,000 |      100.00% | 150,000,000 |             403 |  1,629,042 |  347,487,994 |      497,487,994 |   497,487,994 |   30.15% |        100.00% |           20.73% |
|  802368 |   199 | 2031-02-28 |            0 |    150,000,000 |      100.00% | 150,000,000 |             403 |  1,627,648 |  349,115,643 |      499,115,643 |   499,115,643 |   30.05% |        100.00% |           20.80% |
|  806400 |   200 | 2031-03-14 |            0 |    150,000,000 |      100.00% | 150,000,000 |             403 |  1,626,256 |  350,741,899 |      500,741,899 |   500,741,899 |   29.96% |        100.00% |           20.86% |
|  810432 |   201 | 2031-03-28 |            0 |    150,000,000 |      100.00% | 150,000,000 |             402 |  1,624,864 |  352,366,764 |      502,366,764 |   502,366,764 |   29.86% |        100.00% |           20.93% |
|  814464 |   202 | 2031-04-11 |            0 |    150,000,000 |      100.00% | 150,000,000 |             402 |  1,623,474 |  353,990,238 |      503,990,238 |   503,990,238 |   29.76% |        100.00% |           21.00% |
|  818496 |   203 | 2031-04-25 |            0 |    150,000,000 |      100.00% | 150,000,000 |             402 |  1,622,085 |  355,612,324 |      505,612,324 |   505,612,324 |   29.67% |        100.00% |           21.07% |
|  822528 |   204 | 2031-05-09 |            0 |    150,000,000 |      100.00% | 150,000,000 |             401 |  1,620,698 |  357,233,022 |      507,233,022 |   507,233,022 |   29.57% |        100.00% |           21.13% |
|  826560 |   205 | 2031-05-23 |            0 |    150,000,000 |      100.00% | 150,000,000 |             401 |  1,619,311 |  358,852,334 |      508,852,334 |   508,852,334 |   29.48% |        100.00% |           21.20% |
|  830592 |   206 | 2031-06-06 |            0 |    150,000,000 |      100.00% | 150,000,000 |             401 |  1,617,926 |  360,470,260 |      510,470,260 |   510,470,260 |   29.38% |        100.00% |           21.27% |
|  834624 |   207 | 2031-06-20 |            0 |    150,000,000 |      100.00% | 150,000,000 |             400 |  1,616,541 |  362,086,802 |      512,086,802 |   512,086,802 |   29.29% |        100.00% |           21.34% |
|  838656 |   208 | 2031-07-04 |            0 |    150,000,000 |      100.00% | 150,000,000 |             400 |  1,615,158 |  363,701,961 |      513,701,961 |   513,701,961 |   29.20% |        100.00% |           21.40% |
|  842688 |   209 | 2031-07-18 |            0 |    150,000,000 |      100.00% | 150,000,000 |             400 |  1,613,777 |  365,315,738 |      515,315,738 |   515,315,738 |   29.11% |        100.00% |           21.47% |
|  846720 |   210 | 2031-08-01 |            0 |    150,000,000 |      100.00% | 150,000,000 |             399 |  1,612,396 |  366,928,135 |      516,928,135 |   516,928,135 |   29.02% |        100.00% |           21.54% |
|  850752 |   211 | 2031-08-15 |            0 |    150,000,000 |      100.00% | 150,000,000 |             399 |  1,611,017 |  368,539,152 |      518,539,152 |   518,539,152 |   28.93% |        100.00% |           21.61% |
|  854784 |   212 | 2031-08-29 |            0 |    150,000,000 |      100.00% | 150,000,000 |             399 |  1,609,638 |  370,148,791 |      520,148,791 |   520,148,791 |   28.84% |        100.00% |           21.67% |
|  858816 |   213 | 2031-09-12 |            0 |    150,000,000 |      100.00% | 150,000,000 |             398 |  1,608,261 |  371,757,052 |      521,757,052 |   521,757,052 |   28.75% |        100.00% |           21.74% |
|  862848 |   214 | 2031-09-26 |            0 |    150,000,000 |      100.00% | 150,000,000 |             398 |  1,606,885 |  373,363,938 |      523,363,938 |   523,363,938 |   28.66% |        100.00% |           21.81% |
|  866880 |   215 | 2031-10-10 |            0 |    150,000,000 |      100.00% | 150,000,000 |             398 |  1,605,511 |  374,969,449 |      524,969,449 |   524,969,449 |   28.57% |        100.00% |           21.87% |
|  870912 |   216 | 2031-10-24 |            0 |    150,000,000 |      100.00% | 150,000,000 |             397 |  1,604,137 |  376,573,587 |      526,573,587 |   526,573,587 |   28.49% |        100.00% |           21.94% |
|  874944 |   217 | 2031-11-07 |            0 |    150,000,000 |      100.00% | 150,000,000 |             397 |  1,602,765 |  378,176,352 |      528,176,352 |   528,176,352 |   28.40% |        100.00% |           22.01% |
|  878976 |   218 | 2031-11-21 |            0 |    150,000,000 |      100.00% | 150,000,000 |             397 |  1,601,393 |  379,777,746 |      529,777,746 |   529,777,746 |   28.31% |        100.00% |           22.07% |
|  883008 |   219 | 2031-12-05 |            0 |    150,000,000 |      100.00% | 150,000,000 |             396 |  1,600,023 |  381,377,770 |      531,377,770 |   531,377,770 |   28.23% |        100.00% |           22.14% |
|  887040 |   220 | 2031-12-19 |            0 |    150,000,000 |      100.00% | 150,000,000 |             396 |  1,598,655 |  382,976,425 |      532,976,425 |   532,976,425 |   28.14% |        100.00% |           22.21% |
|  891072 |   221 | 2032-01-02 |            0 |    150,000,000 |      100.00% | 150,000,000 |             395 |  1,597,287 |  384,573,712 |      534,573,712 |   534,573,712 |   28.06% |        100.00% |           22.27% |
|  895104 |   222 | 2032-01-16 |            0 |    150,000,000 |      100.00% | 150,000,000 |             395 |  1,595,920 |  386,169,633 |      536,169,633 |   536,169,633 |   27.98% |        100.00% |           22.34% |
|  899136 |   223 | 2032-01-30 |            0 |    150,000,000 |      100.00% | 150,000,000 |             395 |  1,594,555 |  387,764,189 |      537,764,189 |   537,764,189 |   27.89% |        100.00% |           22.41% |
|  903168 |   224 | 2032-02-13 |            0 |    150,000,000 |      100.00% | 150,000,000 |             394 |  1,593,191 |  389,357,380 |      539,357,380 |   539,357,380 |   27.81% |        100.00% |           22.47% |
|  907200 |   225 | 2032-02-27 |            0 |    150,000,000 |      100.00% | 150,000,000 |             394 |  1,591,828 |  390,949,208 |      540,949,208 |   540,949,208 |   27.73% |        100.00% |           22.54% |
|  911232 |   226 | 2032-03-12 |            0 |    150,000,000 |      100.00% | 150,000,000 |             394 |  1,590,466 |  392,539,675 |      542,539,675 |   542,539,675 |   27.65% |        100.00% |           22.61% |
|  915264 |   227 | 2032-03-26 |            0 |    150,000,000 |      100.00% | 150,000,000 |             393 |  1,589,105 |  394,128,781 |      544,128,781 |   544,128,781 |   27.57% |        100.00% |           22.67% |
|  919296 |   228 | 2032-04-09 |            0 |    150,000,000 |      100.00% | 150,000,000 |             393 |  1,587,746 |  395,716,527 |      545,716,527 |   545,716,527 |   27.49% |        100.00% |           22.74% |
|  923328 |   229 | 2032-04-23 |            0 |    150,000,000 |      100.00% | 150,000,000 |             393 |  1,586,387 |  397,302,915 |      547,302,915 |   547,302,915 |   27.41% |        100.00% |           22.80% |
|  927360 |   230 | 2032-05-07 |            0 |    150,000,000 |      100.00% | 150,000,000 |             392 |  1,585,030 |  398,887,945 |      548,887,945 |   548,887,945 |   27.33% |        100.00% |           22.87% |
|  931392 |   231 | 2032-05-21 |            0 |    150,000,000 |      100.00% | 150,000,000 |             392 |  1,583,674 |  400,471,620 |      550,471,620 |   550,471,620 |   27.25% |        100.00% |           22.94% |
|  935424 |   232 | 2032-06-04 |            0 |    150,000,000 |      100.00% | 150,000,000 |             392 |  1,582,319 |  402,053,940 |      552,053,940 |   552,053,940 |   27.17% |        100.00% |           23.00% |
|  939456 |   233 | 2032-06-18 |            0 |    150,000,000 |      100.00% | 150,000,000 |             391 |  1,580,966 |  403,634,906 |      553,634,906 |   553,634,906 |   27.09% |        100.00% |           23.07% |
|  943488 |   234 | 2032-07-02 |            0 |    150,000,000 |      100.00% | 150,000,000 |             391 |  1,579,613 |  405,214,519 |      555,214,519 |   555,214,519 |   27.02% |        100.00% |           23.13% |
|  947520 |   235 | 2032-07-16 |            0 |    150,000,000 |      100.00% | 150,000,000 |             391 |  1,578,262 |  406,792,782 |      556,792,782 |   556,792,782 |   26.94% |        100.00% |           23.20% |
|  951552 |   236 | 2032-07-30 |            0 |    150,000,000 |      100.00% | 150,000,000 |             390 |  1,576,911 |  408,369,693 |      558,369,693 |   558,369,693 |   26.86% |        100.00% |           23.27% |
|  955584 |   237 | 2032-08-13 |            0 |    150,000,000 |      100.00% | 150,000,000 |             390 |  1,575,562 |  409,945,256 |      559,945,256 |   559,945,256 |   26.79% |        100.00% |           23.33% |
|  959616 |   238 | 2032-08-27 |            0 |    150,000,000 |      100.00% | 150,000,000 |             390 |  1,574,214 |  411,519,471 |      561,519,471 |   561,519,471 |   26.71% |        100.00% |           23.40% |
|  963648 |   239 | 2032-09-10 |            0 |    150,000,000 |      100.00% | 150,000,000 |             389 |  1,572,868 |  413,092,339 |      563,092,339 |   563,092,339 |   26.64% |        100.00% |           23.46% |
|  967680 |   240 | 2032-09-24 |            0 |    150,000,000 |      100.00% | 150,000,000 |             389 |  1,571,522 |  414,663,861 |      564,663,861 |   564,663,861 |   26.56% |        100.00% |           23.53% |
|  971712 |   241 | 2032-10-08 |            0 |    150,000,000 |      100.00% | 150,000,000 |             389 |  1,570,177 |  416,234,039 |      566,234,039 |   566,234,039 |   26.49% |        100.00% |           23.59% |
|  975744 |   242 | 2032-10-22 |            0 |    150,000,000 |      100.00% | 150,000,000 |             388 |  1,568,834 |  417,802,874 |      567,802,874 |   567,802,874 |   26.42% |        100.00% |           23.66% |
|  979776 |   243 | 2032-11-05 |            0 |    150,000,000 |      100.00% | 150,000,000 |             388 |  1,567,492 |  419,370,366 |      569,370,366 |   569,370,366 |   26.34% |        100.00% |           23.72% |
|  983808 |   244 | 2032-11-19 |            0 |    150,000,000 |      100.00% | 150,000,000 |             388 |  1,566,151 |  420,936,518 |      570,936,518 |   570,936,518 |   26.27% |        100.00% |           23.79% |
|  987840 |   245 | 2032-12-03 |            0 |    150,000,000 |      100.00% | 150,000,000 |             387 |  1,564,811 |  422,501,329 |      572,501,329 |   572,501,329 |   26.20% |        100.00% |           23.85% |
|  991872 |   246 | 2032-12-17 |            0 |    150,000,000 |      100.00% | 150,000,000 |             387 |  1,563,472 |  424,064,802 |      574,064,802 |   574,064,802 |   26.13% |        100.00% |           23.92% |
|  995904 |   247 | 2032-12-31 |            0 |    150,000,000 |      100.00% | 150,000,000 |             387 |  1,562,135 |  425,626,937 |      575,626,937 |   575,626,937 |   26.06% |        100.00% |           23.98% |
|  999936 |   248 | 2033-01-14 |            0 |    150,000,000 |      100.00% | 150,000,000 |             386 |  1,560,798 |  427,187,736 |      577,187,736 |   577,187,736 |   25.99% |        100.00% |           24.05% |
| 1003968 |   249 | 2033-01-28 |            0 |    150,000,000 |      100.00% | 150,000,000 |             386 |  1,559,463 |  428,747,200 |      578,747,200 |   578,747,200 |   25.92% |        100.00% |           24.11% |
| 1008000 |   250 | 2033-02-11 |            0 |    150,000,000 |      100.00% | 150,000,000 |             386 |  1,558,129 |  430,305,329 |      580,305,329 |   580,305,329 |   25.85% |        100.00% |           24.18% |
| 1012032 |   251 | 2033-02-25 |            0 |    150,000,000 |      100.00% | 150,000,000 |             385 |  1,556,796 |  431,862,125 |      581,862,125 |   581,862,125 |   25.78% |        100.00% |           24.24% |
| 1016064 |   252 | 2033-03-11 |            0 |    150,000,000 |      100.00% | 150,000,000 |             385 |  1,555,464 |  433,417,590 |      583,417,590 |   583,417,590 |   25.71% |        100.00% |           24.31% |
| 1020096 |   253 | 2033-03-25 |            0 |    150,000,000 |      100.00% | 150,000,000 |             385 |  1,554,133 |  434,971,723 |      584,971,723 |   584,971,723 |   25.64% |        100.00% |           24.37% |
| 1024128 |   254 | 2033-04-08 |            0 |    150,000,000 |      100.00% | 150,000,000 |             384 |  1,552,804 |  436,524,527 |      586,524,527 |   586,524,527 |   25.57% |        100.00% |           24.44% |
| 1028160 |   255 | 2033-04-22 |            0 |    150,000,000 |      100.00% | 150,000,000 |             384 |  1,551,475 |  438,076,003 |      588,076,003 |   588,076,003 |   25.51% |        100.00% |           24.50% |
| 1032192 |   256 | 2033-05-06 |            0 |    150,000,000 |      100.00% | 150,000,000 |             384 |  1,550,148 |  439,626,151 |      589,626,151 |   589,626,151 |   25.44% |        100.00% |           24.57% |
| 1036224 |   257 | 2033-05-20 |            0 |    150,000,000 |      100.00% | 150,000,000 |             383 |  1,548,822 |  441,174,973 |      591,174,973 |   591,174,973 |   25.37% |        100.00% |           24.63% |
| 1040256 |   258 | 2033-06-03 |            0 |    150,000,000 |      100.00% | 150,000,000 |             383 |  1,547,496 |  442,722,470 |      592,722,470 |   592,722,470 |   25.31% |        100.00% |           24.70% |
| 1044288 |   259 | 2033-06-17 |            0 |    150,000,000 |      100.00% | 150,000,000 |             383 |  1,546,173 |  444,268,643 |      594,268,643 |   594,268,643 |   25.24% |        100.00% |           24.76% |
| 1048320 |   260 | 2033-07-01 |            0 |    150,000,000 |      100.00% | 150,000,000 |             382 |  1,544,850 |  445,813,493 |      595,813,493 |   595,813,493 |   25.18% |        100.00% |           24.83% |
| 1052352 |   261 | 2033-07-15 |            0 |    150,000,000 |      100.00% | 150,000,000 |             382 |  1,543,528 |  447,357,022 |      597,357,022 |   597,357,022 |   25.11% |        100.00% |           24.89% |
| 1056384 |   262 | 2033-07-29 |            0 |    150,000,000 |      100.00% | 150,000,000 |             382 |  1,542,208 |  448,899,230 |      598,899,230 |   598,899,230 |   25.05% |        100.00% |           24.95% |
| 1059264 |   262 | 2033-08-08 |            0 |    150,000,000 |      100.00% | 150,000,000 |             382 |  1,100,769 |  450,000,000 |      600,000,000 |   600,000,000 |   25.00% |        100.00% |           25.00% |
+---------+-------+------------+--------------+----------------+--------------+-------------+-----------------+------------+--------------+------------------+---------------+----------+----------------+------------------+
Please note:
- All figures in SMESH (rounded down)
- No coins are issued in the first two epochs
- Figures represent maximum issuance (and do not account for empty layers)

